Date,Close,High,Low,Open,Volume
2026-01-28,1105.800048828125,1117.4000244140625,1089.0999755859375,1110.0,735524
2026-01-29,1042.800048828125,1110.0999755859375,1035.0,1109.0,2536989
2026-01-30,1041.9000244140625,1057.699951171875,1018.2999877929688,1036.0,2183053
2026-02-02,998.5,1011.2999877929688,984.5999755859375,991.0,1616312
2026-02-03,989.7999877929688,1063.0,987.0,1062.0,1343955
2026-02-04,981.4000244140625,986.5,953.7000122070312,976.2000122070312,1305703
2026-02-05,959.5,988.0,955.5,981.4000244140625,891033
2026-02-06,958.4000244140625,960.5,943.2000122070312,959.5,887854
2026-02-09,964.0,971.2000122070312,955.0,959.0,960204
2026-02-10,973.5999755859375,993.9000244140625,964.0999755859375,970.0,1028511
2026-02-11,959.4000244140625,979.7999877929688,956.2000122070312,973.5999755859375,632882
2026-02-12,891.5,953.0,886.2000122070312,951.7999877929688,3179727
2026-02-13,861.7000122070312,873.5999755859375,812.9000244140625,870.0,6026791
2026-02-16,880.2999877929688,884.0999755859375,855.0999755859375,860.4000244140625,1230784
2026-02-17,879.2999877929688,891.5999755859375,872.0,879.0,1167303
2026-02-18,861.5999755859375,883.7999877929688,855.0999755859375,881.2999877929688,987144
2026-02-19,847.5,869.0999755859375,844.0,862.5,987912
2026-02-20,835.4000244140625,846.4000244140625,830.7000122070312,844.5,1311329
2026-02-23,812.7000122070312,841.9000244140625,801.4000244140625,835.4000244140625,2364931
2026-02-24,760.5,809.2999877929688,758.0,809.0,3617378
2026-02-25,788.7000122070312,805.0,764.0,764.0999755859375,5094300
2026-02-26,793.7000122070312,809.0999755859375,788.0,794.0,1399625
2026-02-27,771.0999755859375,808.4000244140625,768.0,800.0,2159691
2026-03-02,754.25,768.2999877929688,736.0,736.0,1681199
2026-03-04,736.1500244140625,753.25,725.25,745.0,1679348
2026-03-05,717.5,750.0,713.1500244140625,746.9000244140625,2330442
2026-03-06,698.5499877929688,742.4500122070312,695.4000244140625,717.5,2876869
2026-03-09,688.9000244140625,693.0,672.5,692.25,2067491
2026-03-10,693.25,703.4000244140625,684.3499755859375,696.9000244140625,1877386
2026-03-11,682.75,708.75,680.2000122070312,696.7000122070312,1785604
2026-03-12,671.25,683.7000122070312,665.6500244140625,682.0,1341404
2026-03-13,660.1500244140625,671.0,652.9000244140625,670.2000122070312,2471617
2026-03-16,631.9500122070312,664.0999755859375,629.2000122070312,660.0,3226454
2026-03-17,653.7000122070312,656.0999755859375,624.9000244140625,635.0,2692241
2026-03-18,688.25,698.8499755859375,654.0999755859375,658.0,4250732
2026-03-19,658.9000244140625,680.0,655.0,680.0,2473667
2026-03-20,660.9500122070312,679.7000122070312,658.0,671.0,1948255
2026-03-23,659.2999877929688,662.9000244140625,645.5499877929688,650.0,2233577
2026-03-24,665.0,681.7999877929688,644.4000244140625,680.0,1567450
2026-03-25,673.5999755859375,684.7999877929688,665.25,671.75,1220977
2026-03-27,660.0499877929688,682.0,658.0,673.5999755859375,1598377
2026-03-30,634.75,655.7999877929688,633.0,648.8499755859375,1656577
2026-04-01,674.2999877929688,683.0999755859375,648.7999877929688,650.7000122070312,1880678
2026-04-02,696.7999877929688,698.9000244140625,652.0499877929688,654.2999877929688,1767842
2026-04-06,694.8499755859375,704.4000244140625,684.3499755859375,696.7999877929688,1473246
2026-04-07,707.8499755859375,710.0,685.5,695.0499877929688,1906465
2026-04-08,721.1500244140625,740.0,711.0999755859375,740.0,2595624
2026-04-09,716.0499877929688,725.0,705.9500122070312,721.1500244140625,1769446
2026-04-10,716.4500122070312,723.0,706.0,723.0,1512797
2026-04-13,709.8499755859375,719.2999877929688,695.25,709.6500244140625,1240536
2026-04-15,728.6500244140625,736.0,720.0,723.9500122070312,1576485
2026-04-16,746.25,755.3499755859375,730.0499877929688,738.9000244140625,2570211
2026-04-17,747.7999877929688,762.7999877929688,740.0,749.9000244140625,1541544
2026-04-20,734.4000244140625,750.4500122070312,724.3499755859375,748.6500244140625,1674776
2026-04-21,744.7000122070312,749.2999877929688,730.0499877929688,734.0,745302
2026-04-22,735.9500122070312,743.9000244140625,721.25,743.9000244140625,1703203
2026-04-23,733.6500244140625,743.9500122070312,728.0,735.0,1046359
2026-04-24,709.5999755859375,733.9500122070312,690.1500244140625,733.5,2240743
2026-04-27,735.2999877929688,740.0,713.0999755859375,713.0999755859375,1703717
2026-04-28,739.2000122070312,739.7999877929688,722.9000244140625,736.0,752980
